roc_auc_test,roc_auc_train,data_name,fold_index,nrow,ncol,num_rules,avg_rule_length,train_test_prob_diff,logloss_train,logloss_test,runtime,overlap_perc,random_picking_roc_auc,random_picking_logloss
0.8926949480725225,0.9145124302339913,23_mammography.npz,0,8946,6,9,4.222222222222222,0.006778141989780589,0.04829756266027871,0.06860252229938729,46.80940508842468,0.006705409029950827,0.892727952825207,0.06926503253742106
0.8586296426685442,0.9343520014261317,23_mammography.npz,1,8946,6,9,3.888888888888889,0.008275155100750622,0.04568877936444133,0.06282002955044942,66.11331224441528,0.007152436298614216,0.8584087308572436,0.0632419690466959
0.9333744059144518,0.924098653978203,23_mammography.npz,2,8946,6,10,3.9,0.007561642355004703,0.05259542997775619,0.051268178186946664,69.32676291465759,0.013857845328565042,0.9334725400457667,0.0510005166478529
0.8977616934347704,0.9315411352293433,23_mammography.npz,3,8947,6,9,3.4444444444444446,0.00502378031975,0.04874218641770082,0.05707545348946423,56.591354846954346,0.22271914132379247,0.8987738623555931,0.057851523091105236
0.902635425471964,0.9378727213111868,23_mammography.npz,4,8947,6,11,4.0,0.00795741020543011,0.04497588382326331,0.07149308420541102,81.34350800514221,0.00849731663685152,0.9024346646942799,0.07195674034880913
